Quantum_Key_Size_bits,Quantum_Protocol_Type,Key_Distribution_Method,Encryption_Latency_ms,Decryption_Latency_ms,Throughput_Mbps,Latency_ms,Packet_Loss_percent,Bandwidth_Utilization_percent,Round_Trip_Time_ms,Encryption_Strength,Attack_Type,Vulnerability_Level,Attack_Success_Rate_percent,Intrusion_Detection_Accuracy_percent,Data_Volume_GB,Data_Variety,Data_Velocity_MB_s,Data_Complexity,Real_Time_Processing,Resource_Utilization_CPU_percent,Resource_Utilization_Memory_percent,Energy_Consumption_kWh,Optimization_Level,Performance_Target,Security_Index,Latency_Efficiency,Energy_per_Throughput,Latency_mean
512,E91,Post-Quantum,26.763356223894487,47.672057796780926,396.0567442413701,16.90034968175162,3.0971641439489,55.897530438155776,195.48408678939072,Low,Unknown,Unknown,45.22285021222855,88.25927410023982,616.2772272629519,Text,49.54088057940677,Semi-Structured,1,67.59624399484267,24.59398051481653,4.770275690485936,Unknown,0,43.03642388801127,14.265449070617208,0.012044424845260878,30.445254567475676
128,SARG04,Hybrid QKD,58.0523263967329,65.08072201665102,533.3774540266654,37.58560778709891,2.3318444410514787,74.06188282391378,155.31999363906866,Low,Side Channel,Unknown,35.17384526277186,90.59979114716526,312.3085778616925,Text,98.3577280246914,Semi-Structured,0,62.32925458283845,58.63195699473941,3.96349218691678,Parallel Processing,0,55.4259458843934,9.032285204875091,0.007430933116852742,53.57288540016094
1024,B92,QKD,33.935068698591046,37.18085826656065,684.0940116907165,16.31220552470981,2.42194107856934,72.55322520567172,151.09637810891678,Medium,Side Channel,High,41.98268564835641,94.3450738436529,504.9714836813357,Mixed,20.678845504121544,Semi-Structured,1,68.23557439491668,59.83091465749087,2.2443182384603806,Unknown,0,52.36238819529649,19.581871087555825,0.003280716100569773,29.14271082995383
128,E91,Hybrid QKD,45.455089306187126,71.02032298177554,163.21975911731948,8.63230949732833,4.954363691283711,61.03533624049752,185.5051010610493,Low,Quantum Attack,Medium,34.25779954435298,86.11070309058843,415.9388017881892,Images,21.82948677906068,Semi-Structured,0,33.49240998943537,13.51251260166062,4.050227746459419,Compression,0,51.85290354623545,3.513495755901626,0.024814567600993532,41.70257392843033
128,B92,QKD,14.770026114201896,24.320472335458263,907.5598612784062,49.3020684089713,0.8785937834612451,69.43924309393732,159.66871115440767,Low,Man-in-the-Middle,High,11.383240760241405,83.5489336143845,59.36010568828732,Audio,67.66413622100134,Unstructured,0,66.90162471555738,20.34385516703641,2.391245888752116,Compression,1,72.16569285414309,57.549673964147196,0.002634807896176817,29.46418895287715
1024,B92,Post-Quantum,62.88258418933348,82.50278298644906,769.950730829458,9.928640896488249,2.370904973358929,75.0074217984845,180.90349852845367,Low,Unknown,High,15.996525266908613,89.64116006970347,77.47720895847776,Images,74.24974553254596,Structured,1,81.04696916559823,33.64275745150274,2.642707853019508,Compression,0,73.64463480279485,12.05259212037351,0.003432307740222703,51.77133602409026
128,E91,Post-Quantum,25.519728030766625,56.20313106685732,518.8373296538267,47.241982838905855,2.751341922963518,64.91859944786447,177.3059874882509,High,Quantum Attack,Medium,33.31441614014908,90.13358304956954,187.62236884725456,Mixed,52.839759696194726,Unstructured,0,54.2915485412488,61.8608545206686,2.814498819132725,Caching,0,56.81916690942046,19.5642025081065,0.0054246266763518375,42.98828064550994
256,SARG04,Post-Quantum,73.56592514800789,72.89869999730251,914.8610102699542,15.273025525126926,4.791128551101494,64.23461118837018,16.197166558514773,High,Man-in-the-Middle,High,11.11810539571853,81.84586157343867,162.1941603940925,Text,3.703898247824013,Unstructured,1,25.793085230388275,15.62620678728075,4.6316020022662165,Caching,0,70.72775617772014,12.269156567883014,0.005062629131931719,53.912550223479116
256,B92,Post-Quantum,20.060813662769696,16.27034122763282,752.0237727406536,20.38330802127826,2.291014642885876,91.2431825107383,138.63171699517,Low,Unknown,Low,42.23588484467831,92.44378620116176,131.76709584689303,Mixed,44.84186229251902,Unstructured,0,84.41494462267202,27.742080894975807,2.6977182774070383,Compression,0,50.20790135648345,35.707251618205305,0.0035872779228400785,18.90482097056026
1024,E91,QKD,31.085836230990694,35.87290929889411,886.526394891489,22.07768756400513,2.0794210494588543,73.28267934343151,126.88640042032009,Low,Unknown,High,4.374955811175646,84.1256610401687,280.6627610608928,Text,77.28645670715703,Unstructured,1,44.45347330233415,52.6773928461887,0.6223858665333957,Compression,1,79.75070522899304,27.629836059414316,0.0007020500124069897,29.678811031296643
256,SARG04,Post-Quantum,26.57756022336983,77.83809562841839,823.2334665412632,32.551939293046914,3.574559379972396,70.7853284061722,145.1523109485951,High,Man-in-the-Middle,High,6.531360567456984,83.36977281654885,690.2856826402974,Mixed,50.68708369881563,Semi-Structured,1,59.46277560984228,42.23457335562993,3.7563516807617816,Compression,1,76.83841224909186,29.85156989499155,0.004562923925504598,45.65586504827837
256,E91,Post-Quantum,36.90258896298064,14.468977507214966,476.5688222099023,28.49864192419198,1.5631454526641186,91.56395616591976,120.93450400020848,Low,Side Channel,Medium,38.93713381704018,82.84179745407079,755.9244568179978,Audio,12.107060231381311,Structured,0,55.830256239439,71.4969175510732,4.753709641728216,Parallel Processing,0,43.90466363703061,12.573516354657617,0.009974864951665878,26.623402798129195
256,E91,Hybrid QKD,75.10953757152889,46.0665806897284,15.911253371125497,28.560664688451904,0.4075952210635708,80.69376008666194,158.69691048826743,Low,Quantum Attack,Low,37.62911558642352,80.7851104062219,127.48152738003884,Images,35.60347759617978,Unstructured,0,49.90667360696996,17.503397108018394,4.816362112086929,Parallel Processing,0,43.15599481979839,0.20905728610125718,0.30270161623625363,49.91226098323639
512,BB84,Post-Quantum,52.81304843132577,25.14143807432052,166.28047772913854,8.693811282293415,2.769272945233947,60.08082733204834,113.77816596379463,Low,Side Channel,Unknown,10.554643425541045,94.21226609920808,127.3144116025102,Audio,85.69674010881147,Semi-Structured,1,74.03875785740624,37.26583253246166,0.2200580132171268,Caching,0,83.65762267366703,3.089965771802346,0.001323414607782553,28.882765929313233
1024,SARG04,Hybrid QKD,11.51198643932486,45.84965446321001,985.9761252084828,1.1601118678724482,2.402449579581785,95.83262311213753,52.058990073366736,High,Man-in-the-Middle,Unknown,8.413358908867686,84.33539869252421,262.2098708036052,Audio,16.95241931735847,Semi-Structured,1,70.24067743125406,39.57614911818955,3.433645779738074,Parallel Processing,1,75.92203978365652,78.8025250818355,0.003482483695037295,19.507250923469105
128,BB84,QKD,44.84282907859064,34.044213413037255,314.3996067814769,25.948035569328223,2.84409805678406,73.95578494402852,132.2067957486846,Medium,Man-in-the-Middle,High,9.777872737600823,92.83963400340603,139.1894102124275,Text,45.49857652892497,Unstructured,1,51.25539994480532,56.92761878865616,3.060100617159165,Caching,0,83.06176126580522,6.858206901726899,0.00973315662979296,34.94502602031871
256,B92,Hybrid QKD,25.78601344372658,33.85422214275484,671.4409533305889,24.57720613905705,4.120982499545117,78.48383905513438,69.76538310721568,Medium,Unknown,Medium,7.58697241143676,95.8503200188895,162.5825662467245,Audio,96.60899849301694,Unstructured,1,51.0395194869712,36.135631570957926,2.657543089815538,Caching,1,88.26334760745274,25.066848963590125,0.003957969910279094,28.072480575179494
1024,SARG04,Hybrid QKD,37.20704910104138,11.241976664459482,403.3605592677575,30.236480810023995,0.1072241153462116,84.09102419891386,25.481016675074443,Low,Man-in-the-Middle,Unknown,14.868441847970551,83.87056908073043,494.2644960950331,Text,46.44769605701488,Unstructured,0,68.4535515109755,35.02989312401279,0.8622843309076638,Compression,0,69.00212723275988,10.557228803539381,0.0021377507321758923,26.228502191841617
512,E91,QKD,27.739796508345837,42.26324631549087,903.7575731803778,6.251294228312172,1.0518836233098567,50.24349909819747,140.90447040208628,Medium,Unknown,Unknown,27.448113578567245,97.40585112109515,51.18569727209521,Audio,37.08556669152348,Unstructured,1,55.8720623159512,45.1701562768818,0.6430838609715113,Unknown,0,69.95773754252791,31.44620640991431,0.0007115667741601861,25.418112350716296
512,E91,QKD,16.83923253079039,15.613662412751784,119.021916212264,37.63620720527599,2.696709443764941,50.03988224004242,24.6327820706092,High,Man-in-the-Middle,High,43.635196053658575,83.10037994321382,798.1304977727553,Audio,96.3836013553456,Semi-Structured,1,42.07108824821715,74.51117650250549,2.451943620403509,Parallel Processing,0,39.46518388955525,6.67191909779936,0.020600774196998354,23.363034049606057
256,E91,Post-Quantum,58.72979893213155,59.32453917090489,706.0287875704587,1.954300965324437,1.7178682411089077,62.23912857852656,118.04989808191591,Medium,Quantum Attack,High,7.955264808587032,85.81584955649141,423.5601446128467,Audio,45.84054515318537,Semi-Structured,1,58.831083600024094,74.13292745453548,4.6682750911096464,Parallel Processing,0,77.86058474790438,11.820377771113701,0.006612018055477887,40.00287968945363
512,B92,Post-Quantum,33.47483813714946,74.4460504943198,993.3920672616276,43.39153947096555,4.752315241891784,91.47599710428804,72.62557055718602,Medium,Quantum Attack,Unknown,41.74070754486721,87.65502816045573,526.4141100669176,Mixed,1.3740342565963957,Unstructured,1,61.01440269354162,74.40189220255083,0.1998235318478782,Caching,0,45.914320615588515,28.81498858122749,0.00020115273559462594,50.437476034144936
128,E91,QKD,48.53499111898885,96.09727555568804,558.3028434376668,21.58346678109611,0.2238209935788682,53.53639937204824,123.7713428581535,Low,Side Channel,Medium,42.174417722519095,96.0278453285305,784.7781605180297,Audio,60.97295161949877,Unstructured,1,83.62937865224143,13.66932527475858,3.5786025245544093,Compression,0,53.85342760601141,11.270878036427986,0.006409787387994098,55.40524448525767
128,SARG04,QKD,52.68077429255008,27.06479776416504,988.2425499959588,31.160963020800303,1.3869356643832225,93.76355455389492,30.52400131602635,High,Unknown,Medium,32.28646132889001,96.7965147301547,912.8517056036152,Mixed,18.8432459264358,Structured,0,29.56631469392169,72.1293075583521,2.620973169698434,Caching,0,64.51005340126468,18.40961802469956,0.0026521557584284344,36.968845025838476
256,B92,QKD,17.493223617438055,47.97514252682127,731.6315753033743,12.892161070589951,1.4444041386035378,79.31421113948682,25.375914835361336,Medium,Quantum Attack,Medium,14.18520411490945,93.07370003976136,317.2804417727534,Audio,74.04709514605952,Semi-Structured,1,26.620758666265417,70.98110058239786,2.5001310228887617,Caching,1,78.88849592485191,39.56214397437381,0.0034171994584140985,26.120175738283095
512,E91,Hybrid QKD,55.96821078928711,80.1054558864176,74.17378308451703,9.22552814708306,1.8588815702632404,84.20627772269773,178.36448711266456,Low,Side Channel,High,10.350434796939656,91.48698838043954,182.3995939333061,Mixed,92.88130001778087,Structured,0,74.65342520161853,67.50844545902474,3.159405478632242,Caching,0,81.13655358349989,1.302020584056423,0.04259463852598262,48.433064940929256
512,B92,Hybrid QKD,46.91789558867909,34.02269554700551,63.82431249395019,35.21265584727603,2.262461649223239,80.60935465785805,197.75047898295625,High,Unknown,High,44.27587440902411,90.76563913212344,197.62459457839824,Text,89.93261204813396,Unstructured,1,89.5754139045145,60.88180098799943,4.726269293400785,Parallel Processing,0,46.48976472309933,1.33195149139707,0.07405123703878094,38.71774899432021
512,B92,QKD,87.9171386737221,69.74779575617505,95.5370417429672,7.367935976633729,2.1389024278058653,57.43595370041263,13.085103166466675,Medium,Side Channel,Unknown,17.238532521337874,85.0107241547214,659.6322030276109,Text,55.5181946602949,Structured,1,38.41537761848409,64.59912067831047,0.3895449943803387,Parallel Processing,0,67.77219163338353,1.0744502484896254,0.004077423659655412,55.01095680217696
128,B92,Post-Quantum,75.1221649757736,79.43486032296134,497.46281358020485,10.443609358689285,2.400005677484545,92.3405458976442,39.5991751836482,Low,Unknown,High,4.675977768935679,97.58002207094356,861.8625330092542,Images,91.61325139970964,Structured,0,44.815647018525794,11.788438952292896,0.4873923113633966,Parallel Processing,0,92.90404430200788,6.535058661804033,0.0009797562713375271,55.000211552474745
1024,SARG04,Post-Quantum,63.04940157203181,34.83967345047821,395.82024270684974,39.25112292383818,4.210655869347459,77.23424863496841,49.22757927498262,Low,Man-in-the-Middle,Unknown,26.448298706716063,97.57617475279598,920.9951971591122,Images,24.11799124191682,Unstructured,1,70.05524194128921,54.43171614943252,3.9535349480040938,Parallel Processing,0,71.12787604607992,6.179921013964492,0.009988208083946206,45.7133993154494
512,BB84,Post-Quantum,92.2746059315837,11.659941279145654,842.9048275850324,41.99828344672152,1.8811230918356323,89.9605746351551,30.54492802684193,Medium,Quantum Attack,Low,11.883490911464872,94.91841624058736,764.7161825943078,Text,3.0531737968932604,Semi-Structured,0,52.93413957806391,23.30433500782576,2.771140759125446,Parallel Processing,0,83.03492532912249,9.036809313386941,0.0032876081242310894,48.64427688581696
1024,B92,QKD,10.63081378774713,67.01095213186534,643.2451573640712,25.437570418008598,2.9670887783942854,72.56381158593398,107.54284717069535,Low,Side Channel,Low,29.70465673288943,97.997366486845,99.20806567157952,Audio,71.8678679761962,Semi-Structured,0,88.60455101499501,42.29484500888747,2.928727259001578,Compression,0,68.29270975395556,55.3052580071155,0.0045530498371702316,34.359778779207026
512,SARG04,Hybrid QKD,67.59377859555302,75.83863453647868,326.43924312996006,48.93202944784981,2.793313134803972,56.75797705628794,68.9599844878119,High,Side Channel,Unknown,32.24694057054464,95.9213853981707,207.9860374152967,Audio,88.94348850017971,Structured,1,66.47718109033666,56.43950213411579,0.2553395675251635,Caching,0,63.67444482762606,4.759021150514711,0.0007821962980802742,64.1214808599605
256,SARG04,Hybrid QKD,52.238285098464,14.253609107037123,827.2123331828749,36.30286988546332,1.6892309184891263,96.1022065567852,142.70757434155442,Medium,Side Channel,Low,34.11218152968075,88.87056372182963,340.78848052192154,Audio,3.4017755239187406,Structured,1,40.65048416633212,75.70660501149746,3.178081559349014,Parallel Processing,0,54.75838219214888,15.537922223695766,0.003841917524508888,34.264921363654814
512,E91,Hybrid QKD,86.63227313316025,30.427819779146585,601.2617706718014,28.40074402922627,1.0851252294435243,96.81095231014751,44.88533842393964,High,Side Channel,Low,11.08852650145186,94.70581051604752,105.2440684295428,Mixed,61.964084934567175,Structured,0,49.57646236225936,64.53773705766207,4.684685375118945,Caching,0,83.61728401459567,6.861191079206213,0.007791423974747079,48.4869456471777
512,SARG04,Post-Quantum,67.38548112961945,26.36189316103192,564.8049950534058,25.31582932318884,3.7643810213641777,76.50879168306813,143.7857790681659,High,Quantum Attack,High,26.032911744275196,98.9859638843318,943.1708509229315,Text,5.404238966300302,Structured,1,81.3000449146048,75.4685477939484,2.2903962200687835,Parallel Processing,0,72.9530521400566,8.259136087422727,0.004055198236779328,39.68773453794673
256,E91,QKD,16.874493609472303,58.50213467930829,707.3266217475732,26.026279145151403,3.120157221632043,52.618618993429685,76.73604977794677,High,Side Channel,Medium,39.70086780997708,97.97485203764906,553.6696001476199,Images,4.031250828615932,Structured,0,30.24576908342769,32.92368334177031,2.3385967669924272,Compression,0,58.273984227671974,39.5718411498235,0.0033062473475283763,33.800969144644
128,SARG04,Hybrid QKD,34.074593626007385,25.11724900898212,842.4621465836861,23.97704424648604,4.876135819878703,50.99451415285822,11.27641040531944,Low,Unknown,Medium,43.301576347920594,88.83045254276841,133.61528957153308,Audio,5.38943826684186,Semi-Structured,1,28.789090614201115,14.411823027519144,1.9612132717311788,Unknown,0,45.52887619484782,24.01915630346778,0.0023279541753678462,27.72296229382518
128,B92,Hybrid QKD,30.41791811858629,71.31631060090777,849.7954735754168,45.781194990537166,2.70926291131742,58.378234684952425,83.07731934728518,Medium,Quantum Attack,High,20.37308981515841,84.74851994693394,412.2568116942568,Mixed,56.78062854103232,Semi-Structured,1,87.20388262867401,79.8423592243714,3.795792087582643,Caching,0,64.37543013177553,27.048115357863026,0.004466712527436534,49.17180790334374
1024,BB84,QKD,54.83597591733137,21.05204581841897,998.5935195355642,48.43575512922793,3.2793494942304275,64.98636483280778,79.16674074679091,Low,Side Channel,Unknown,23.31694001004869,88.71119025525148,583.4537644191856,Text,28.448193086046576,Semi-Structured,1,37.08966586941814,70.11655709665274,4.964265313364299,Compression,0,65.39425024520278,17.884410599611332,0.0049712572896208635,41.441258954992755
1024,B92,QKD,69.58418422425245,70.97984927643222,640.008310062682,7.84672587636003,4.713304036886906,84.26097615042696,161.15861898924027,High,Quantum Attack,High,30.952479050473503,82.34387871187181,187.3557412709449,Images,6.016128264877846,Structured,0,58.61925724074823,22.20036673413592,4.119614530285656,Caching,0,51.39139966139831,9.067304766593557,0.006436814124922451,49.47025312568157
128,BB84,Hybrid QKD,24.88904548941973,37.625247985621314,215.01016218466583,34.71165222377776,3.500176164982776,66.2563225090326,44.15542936282734,High,Quantum Attack,High,45.6788761739058,87.72099471569095,278.0575924873469,Images,71.02698937331043,Unstructured,1,25.07580269329761,66.79381388287642,1.035638962164135,Parallel Processing,0,42.04211854178515,8.305063323888694,0.004816697739476327,32.40864856627294
256,E91,QKD,43.50688878728904,15.62937296975166,789.1166906637595,21.47831889714951,0.2495408127350751,75.46014851804698,147.87984369397216,Medium,Side Channel,High,37.12308548007388,97.59047178168184,704.1054575334036,Text,17.924735787385128,Semi-Structured,0,69.28537514553611,72.01693754380115,0.4187876978647441,Unknown,0,60.46738630160796,17.730214628912176,0.0005307043974851847,26.87152688473007
128,SARG04,Post-Quantum,13.19976454171316,19.08171171928983,104.72869042986788,5.870051414820804,2.0945551593076943,73.46214006420703,165.32801216141848,Low,Unknown,High,16.38424653186959,90.5406013823182,733.0674585288463,Text,26.436163796273505,Structured,1,20.53627403847831,18.489711063985037,0.5378418016903064,Compression,0,74.15635485044861,7.375382184839571,0.005135572682877567,12.717175891941267
1024,BB84,Hybrid QKD,63.87836918429817,11.90963986741509,311.27501749023423,38.979782139273546,2.857550414405749,88.51395265415107,164.57388267926714,High,Man-in-the-Middle,Unknown,23.812029249573957,85.65410031821602,96.48698080942624,Images,36.73600021669611,Unstructured,1,59.64513032971286,68.45289334651915,4.958671231758484,Compression,0,61.84207106864207,4.797824319628071,0.01593019340814309,38.2559303969956
1024,BB84,QKD,77.9120217283976,94.31322150095322,316.8441830211699,36.96862370973352,2.3715429141373363,65.30175948921209,22.490645209699927,Low,Man-in-the-Middle,High,25.769181944306645,92.4631528775884,552.2800035975249,Mixed,78.73534061781321,Unstructured,0,60.2487897425983,47.05976723851288,2.3164081427107988,Compression,0,66.69397093328175,4.0151573370112885,0.007310874766947252,69.73128897969478
256,B92,Hybrid QKD,79.41036213720442,60.47003605951396,243.09057559980644,46.1580845411074,2.446490786333801,77.69313632767218,156.52941850895883,Medium,Man-in-the-Middle,Unknown,3.637483869440267,94.48119798087951,398.7616462834701,Audio,49.64531273923551,Semi-Structured,0,89.71782521509219,61.87867183299197,0.8617275764075715,Parallel Processing,0,90.84371411143925,3.023124994574957,0.003544882701757496,62.01282757927526
1024,B92,QKD,21.38394323188163,34.60515319281728,206.19172889615908,16.54083664732581,3.9554646924214873,81.99915264646235,100.30974479371751,High,Man-in-the-Middle,Unknown,28.546154100929748,92.7542244228571,946.4961371734736,Images,88.44694496236222,Semi-Structured,1,73.64442163570702,66.46852722279951,4.617688920688252,Parallel Processing,0,64.20807032192735,9.211590949823288,0.022395121983730917,24.176644357341576
1024,SARG04,Hybrid QKD,80.87462485402875,28.97360979928782,343.44342815740384,39.647792260165104,4.006273848137106,70.94995807615679,111.588154901458,Medium,Unknown,High,24.522181866610293,82.04751322196849,726.2524480785265,Text,76.45097976773438,Semi-Structured,0,55.85161143479522,50.93005927386904,4.214019313663346,Parallel Processing,0,57.52533135535819,4.194748113590951,0.01226990813671865,49.832008971160555
512,BB84,Hybrid QKD,41.39715453152233,54.3995516116702,21.3195292064338,43.635221889912735,0.2658914395633011,91.39624689307864,171.07285693560556,Medium,Unknown,High,22.55258720646713,94.3179013525102,418.492389419501,Images,31.80149517896204,Semi-Structured,1,69.7033064445573,52.21665462346314,2.18263756733507,Compression,0,71.76531414604307,0.5028528315640312,0.10237738113719778,46.47730934436842
256,BB84,Post-Quantum,21.673296690925064,40.94781656921967,789.879468278079,30.5161218765978,1.6443223436401282,61.38150063689629,78.5529342213064,Medium,Unknown,Medium,43.64590165187133,81.13767288793066,504.4625139691437,Images,69.70811544260039,Structured,1,39.24911115657743,38.27165773575398,0.9014084162737048,Caching,0,37.491771236059336,34.83743361388759,0.0011411974262827914,31.045745045580844
256,B92,Post-Quantum,38.23222642240152,75.38333885504241,353.5751531939495,41.9279603171498,4.366666696893039,77.17528341224993,77.42820201067957,Medium,Side Channel,Unknown,32.790933570270106,98.3677033724018,833.8992753192085,Audio,92.28985564858074,Structured,1,38.89182163294414,73.49755791848807,4.894408508615333,Compression,0,65.57676980213171,9.012365227176065,0.013842625717301804,51.84784186486457
512,E91,Hybrid QKD,66.87168502892446,96.36258392694997,952.8791364774024,18.313039312803827,4.580161389610881,84.88587579611945,100.34865497467712,Medium,Quantum Attack,Low,3.3089516091687754,85.07178877373505,731.2743990713229,Mixed,11.739421392194975,Structured,1,40.36045459900605,55.82574800863075,2.8364617460110644,Compression,0,81.76283716456628,14.039420651945207,0.002976727726974799,60.51576942289275
1024,SARG04,Post-Quantum,90.01287157344638,80.1558943423871,374.7707324182711,29.469740143325424,2.444159159250379,52.755595675895975,40.68979539033575,Medium,Quantum Attack,Unknown,48.94703695434395,82.56251358917272,200.7366713400415,Text,12.915938894271314,Unstructured,1,82.34156901275941,70.18102621342811,4.677048066725327,Caching,0,33.615476634828774,4.117777254350615,0.012479758055100537,66.54616868638631
256,E91,Hybrid QKD,96.01476513181608,91.82260496255527,526.1583666142569,45.789265469530775,4.7451661724590455,71.34911593621214,132.6420197787141,Low,Side Channel,Medium,17.76098227628523,88.11537060426376,760.9813456867624,Text,52.10149641682371,Semi-Structured,1,22.71576363669974,10.049582452322618,2.238280572620253,Parallel Processing,0,70.35438832797853,5.4234875062507655,0.00425400547561178,77.87554518796738
512,BB84,Post-Quantum,29.65340455231534,85.24286802875336,906.2668582330488,10.21447471758957,1.2375477984955268,93.37753884156707,110.67220343265792,High,Side Channel,High,14.042223172931315,84.97544286173628,381.3676766057743,Mixed,84.50572339774283,Structured,1,59.26974125306544,76.513245161155,1.2792226076383526,Unknown,1,70.93321968880497,29.564965832305756,0.0014115297232992114,41.70358243288609
512,BB84,QKD,99.20853097651356,46.70577181131133,79.42031754518979,2.669375825356977,1.8342289901699576,63.0603361029258,142.77431426039786,Low,Side Channel,Unknown,46.321770982362246,84.11668367497822,50.48625159046685,Mixed,60.1491506332834,Unstructured,1,29.782803435017684,32.52300954688923,2.274391165333883,Parallel Processing,0,37.79491269261597,0.7925504622336393,0.02863739702389288,49.52789287106062
128,B92,QKD,29.10100073067417,18.143790033545194,18.236464654098537,16.634653022707415,3.7269967257234207,90.86832427206852,126.79226728055654,High,Man-in-the-Middle,High,4.418392414856287,89.49156753524377,8.532914677047089,Text,88.12229761201341,Semi-Structured,0,41.592011015134034,77.77019758985082,4.996457275102169,Unknown,0,85.07317512038749,0.6058424707293808,0.2739816828315604,21.29314792897559
